label,id
-7,5259
-8,7841
-19,10944
1,2605
-16,3313
-5,9626
-7,75
-11,12306
2,5573
-15,10173
-14,570
-14,3839
-3,8993
5,5593
-11,1103
-5,10882
13,4299
-14,7951
7,11402
-16,3462
7,11541
-16,11807
-9,10469
8,5892
5,5339
8,5821
3,1922
3,1476
-16,288
1,10959
7,7912
-6,3270
-14,9795
-14,9638
0,1405
7,2001
1,9926
4,11340
-13,7194
-12,9875
1,489
5,8162
-16,10287
8,6253
-18,202
-15,8451
-16,1194
2,10556
0,5505
5,4235
-16,5368
8,2101
7,4333
-14,9905
-8,5517
10,6428
6,11877
12,11535
-18,6697
12,6734
-1,7295
7,7892
-11,7272
7,8745
6,4044
-16,10471
-12,6270
-20,12101
-15,1636
-14,233
-18,3964
8,1219
7,5157
7,5180
4,6402
-14,9803
3,6041
-12,6167
9,807
-15,2427
-13,7419
-15,6604
4,7327
-17,8041
5,10443
-1,5718
2,1516
9,11253
4,9106
-13,4932
-10,1520
2,7463
9,5016
-14,5616
-5,7835
-8,8236
-17,921
-20,10865
3,10060
1,724
10,10600
8,3315
-6,1026
-13,10669
5,3567
1,5631
0,3661
3,7454
7,9470
8,6885
-12,2593
8,7043
-10,623
10,9410
-18,11616
-12,539
-3,4262
3,6480
3,8213
-15,7187
-4,11949
5,11584
6,5302
-11,9049
3,12484
11,10271
-16,5312
-2,3061
4,3
4,8967
9,630
0,11956
-14,8605
1,10957
6,8789
-12,7682
-5,5041
8,9806
9,10715
-15,4389
-15,8566
0,2832
2,1639
-12,11433
-16,10814
7,6831
4,4937
-18,3617
6,1591
-6,6322
1,4883
12,5171
2,6742
7,2710
-18,9226
-13,4064
-14,1957
6,7555
-18,1613
6,9076
5,178
4,552
-16,6371
2,1602
-10,11777
-14,8237
-1,4017
8,8827
2,6869
-13,6190
4,1703
-14,9042
3,48
-4,3275
11,11677
5,940
9,2481
-18,6031
-12,4418
-16,6413
5,10984
-9,11028
-16,9754
-9,4579
-17,7954
-19,6917
8,8223
0,2045
-17,11564
5,757
7,7088
-16,4146
5,4908
-3,9656
5,8864
-11,4403
7,1019
4,736
5,2083
-13,3386
0,8308
-1,5889
-2,10834
4,8283
-16,1523
-18,10373
-17,8825
-15,8501
-17,8941
2,105
-14,909
2,10966
-14,4371
10,3116
-18,9972
-4,12190
8,1066
-16,1777
-17,3163
4,7719
2,8671
-9,5895
12,3464
-14,11413
0,4469
-17,5483
-14,7640
-4,8549
9,5293
-12,7363
4,7546
-3,10130
-10,8916
-17,93
6,9861
-15,4851
-16,8711
-8,1723
-15,3866
-10,6204
7,3119
4,6728
3,7696
11,713
-16,2068
-14,9998
-6,3197
3,11016
6,9934
-16,3518
6,3923
-16,2224
-16,4582
-12,4735
4,6457
-18,6256
-8,7020
4,1486
4,8215
9,2704
-15,5611
10,12064
-1,8060
4,4092
5,3070
6,3655
5,5904
-17,8876
-16,4961
10,8398
9,5475
-8,6884
4,2899
-12,10272
4,9022
7,3897
-9,9945
9,3849
12,3151
-15,8307
11,10683
-17,10234
3,10820
4,3739
5,5395
3,5990
11,2240
9,5380
5,11071
-18,1765
5,9690
0,6627
10,7922
5,1469
-3,11983
-12,3930
-18,1896
-1,5419
-16,5374
-14,2930
7,5504
3,450
-15,3738
3,8878
6,2546
-16,4532
-13,4440
5,2885
1,12160
-17,12116
-17,5918
5,3585
1,1605
6,7848
-4,11925
-16,3056
-15,10308
-14,2794
0,11188
-19,12441
-12,758
13,7907
2,7531
0,7161
7,3894
-5,572
6,8784
1,11370
10,1956
-14,7676
4,2712
-20,3046
-16,9753
-11,9596
-16,4928
2,5836
-3,7829
5,10026
5,11473
-11,7330
10,8407
5,1863
-12,2017
-19,665
-10,6555
2,6116
4,2223
-8,1611
-12,10532
1,1767
-13,8659
4,10146
11,8077
-16,329
-13,2150
-2,12168
-5,12324
-12,8081
4,823
-2,8731
3,10466
-18,5723
-10,3013
-5,9845
-10,9118
-18,6597
3,3837
7,8939
-2,8264
-16,8836
-6,32
8,10494
6,6994
8,12268
-2,2836
-12,12466
3,4919
-17,1300
2,6244
5,10520
5,10143
9,2945
-18,4228
-8,5311
-18,4324
8,5815
-4,10073
-2,12490
-8,8687
7,11063
-15,7028
-13,2455
-11,5210
8,7455
4,706
6,9554
3,7439
2,4570
8,1306
-14,535
-9,6780
-21,10184
-14,12240
4,2568
-9,3853
10,3536
-11,34
-16,5542
-2,11507
7,11174
1,1115
-15,304
-15,2407
9,6503
-9,8079
-12,3175
7,6177
-15,6250
5,4367
7,4073
2,6426
-17,11172
-3,46
8,6257
-18,2610
4,3325
-6,9007
-14,2675
3,5308
-16,9461
7,10499
-16,9223
-7,1028
-15,5249
7,9777
6,1814
-13,4133
-2,8850
-16,5609
-4,3729
-4,12071
-13,3161
4,10415
-10,5854
6,3391
3,4993
-15,228
-16,12468
-7,11537
-18,9211
6,958
-10,748
6,9731
-9,1749
3,9573
-12,2650
7,12039
-15,1651
-16,9283
-17,967
-4,5178
-16,5745
-1,463
-15,3854
0,9029
8,8816
-14,1818
-4,4382
-9,6023
2,972
4,12075
-3,10422
4,8953
11,2590
4,8837
-14,267
-16,3220
-7,10174
-7,4275
-2,4066
-16,772
5,1825
3,2727
6,3690
-4,9104
-12,7388
7,2916
-18,4084
-6,10592
-10,514
-17,10515
5,3452
-14,10236
-8,11820
-12,2615
-12,10383
9,707
8,12006
-17,9929
-16,3624
-1,9284
-18,116
-13,2475
2,6443
-3,2761
11,3372
1,9398
-16,9759
4,4872
0,2843
7,2673
9,10036
-18,6405
4,12379
-5,11156
7,7669
-18,5034
7,5952
6,7074
4,3858
-9,1926
-11,566
-5,4065
6,10332
6,626
-17,10867
-15,1071
-18,11115
5,1786
-5,5313
7,3141
10,8719
-11,1051
-18,16
8,3323
-15,5818
2,3960
-11,9508
0,6069
-7,10417
-10,7193
-15,7304
-12,7868
6,2451
-10,10229
5,4847
-14,9328
-19,10624
6,8935
7,9850
2,6453
-15,12066
-16,8591
-12,1148
-9,8945
-13,9752
-16,11432
7,4164
5,1470
-5,2713
-17,6595
5,2310
-17,103
-14,275
-3,1933
-18,1913
-16,4060
5,368
1,9747
5,3659
3,2927
0,144
-16,6553
7,2577
-16,5704
-3,3931
-17,1631
4,6180
-9,7233
3,3999
-4,12189
0,9769
-15,291
3,1630
-3,5546
-14,11900
-10,4225
-11,249
4,4350
7,2830
-10,1973
3,479
6,431
0,3506
5,7932
9,7818
6,9681
-20,5566
0,2792
-1,4265
-8,9685
-1,8729
-12,9527
3,3110
-17,6336
-9,2932
5,11946
9,10667
-14,9760
-14,5960
-11,7025
9,5938
6,10909
-18,9864
6,10290
-10,12428
8,7901
4,7647
-12,4140
-1,11987
-13,872
6,1468
-14,3107
4,5320
12,7725
-4,8491
-17,10363
-2,6293
-7,10797
-13,5956
9,1376
-15,11215
-2,7395
-15,6788
-14,3326
9,2185
5,5377
7,4240
-15,8312
-16,3268
8,1914
-13,4863
8,9138
7,2882
-9,10698
8,8927
9,3734
-8,8429
6,955
7,11650
-11,3033
7,7560
-11,5430
4,12108
-16,4517
-14,1528
-14,6618
-6,5295
6,12382
-18,2803
3,1702
4,4679
6,3287
-16,11384
2,62
-14,10296
-7,2039
3,11117
6,2834
3,2249
3,4194
10,7367
9,9335
-12,5974
-7,9438
6,4304
-14,2401
7,6111
-17,11813
-19,9860
-2,710
-16,9406
10,10888
1,4543
4,4715
6,6398
-15,1379
7,10500
-14,3431
9,12114
-12,5208
-13,10068
7,9548
2,5768
-16,3118
-17,9408
-2,6472
1,3279
-15,9824
-17,7012
-14,9195
1,8102
-16,2937
-6,2016
-14,1015
-12,2665
6,6663
-15,6
-16,9528
-10,7024
-15,996
-17,12102
-10,7307
7,9206
-12,7021
10,3101
2,7986
-12,4280
3,10245
1,3384
-3,3694
-9,2503
-16,10757
4,1619
8,8260
0,4985
-13,2027
-8,2973
4,9253
-2,9039
9,11015
4,5765
-16,6714
-11,3654
-16,3830
-1,3756
-16,1119
-18,1208
-9,8211
-1,9630
6,1449
-16,4506
4,3783
-8,10128
-16,10388
6,5049
9,4219
-7,8366
7,4385
7,3032
7,7364
5,9420
5,5613
-15,7743
9,3527
0,2510
-17,488
3,6583
2,2129
-4,5705
5,1429
-17,9956
-17,526
-11,5456
4,1350
-16,628
-14,2699
-13,2414
6,5532
-14,7611
-13,4172
13,4942
-15,9219
-15,660
-15,12398
-2,3495
-13,1062
-17,3040
-15,1259
-12,3868
-17,2346
8,6093
6,11699
-13,1969
5,6820
-15,6258
-2,2198
-18,10893
2,2692
5,3893
-16,36
-15,589
-11,7483
7,732
5,8392
-8,6505
-3,11637
-16,9838
7,4677
5,9910
8,953
-4,10460
-20,10109
-5,10792
4,2291
4,4676
8,6070
9,9189
-3,12095
-2,8267
-10,4380
0,8343
3,6473
9,12230
-17,1683
7,7589
-14,7602
4,2664
-15,11724
-16,3510
4,2174
0,1546
-7,11610
-14,8409
-3,6356
-15,8770
-14,2394
8,5946
-14,8886
-14,3883
-15,12457
12,3778
6,513
3,9785
-5,693
-13,10441
-17,5261
-18,416
3,4358
-8,2097
-16,3992
-17,9176
-14,11404
-7,3651
-4,29
10,7423
-17,5197
12,4027
4,8464
-18,1307
4,8551
4,10869
-6,1447
12,2215
-19,2203
-13,3834
-18,7094
8,8792
-16,7191
-16,11163
-2,11121
3,10903
2,9713
9,9823
1,1773
3,4783
-7,8378
13,7141
-18,3228
-16,5980
-7,3714
-14,868
-4,7543
-2,3222
-16,9371
-9,11338
8,9255
-14,3702
-14,6807
5,3002
0,10323
-16,1775
-16,6989
-16,10072
8,65
-18,11667
8,12380
-4,8080
7,1573
-14,12077
-5,2023
-14,224
-6,7072
-12,2289
6,12076
-11,10503
-5,1907
2,2981
-15,2760
4,9776
-15,6925
-10,2749
-8,9870
3,9054
4,9526
5,2556
-6,5477
2,892
-11,4503
8,159
-6,3730
-13,4536
4,10034
-4,2543
7,7334
-11,11784
9,11311
5,76
8,6923
-1,9058
8,9607
-18,9876
-13,3589
-16,12215
-1,8279
9,833
8,1706
4,1930
4,6397
-17,9670
8,883
-13,875
-12,717
-4,1580
-8,12044
5,8870
3,11832
3,10258
-13,2580
3,9500
-17,1160
-13,659
-14,9120
-15,9482
2,41
-2,1033
-14,2591
7,4720
2,8612
-2,5405
5,2795
-10,10906
-15,906
5,3060
2,2432
9,6955
-11,7597
5,1728
2,4815
4,4025
6,12170
9,1070
-1,4208
-11,9307
-14,4614
4,7279
-18,7727
8,10702
-16,6247
-3,2961
7,4635
-19,150
-17,10748
0,3482
-17,194
5,7735
14,6377
-12,10463
-11,10019
4,9836
6,8276
10,6599
0,8801
-2,7908
-16,5891
0,2482
5,7200
-4,1334
-5,8790
-1,2521
0,6363
-6,1885
-9,12110
-12,6378
-12,3126
11,1286
-15,1454
12,7465
1,10263
-14,8456
-14,8585
10,594
-12,8235
-2,9977
10,204
2,11835
6,1175
2,12412
-15,3341
-14,1234
4,7713
-14,2754
-10,7340
-15,7905
7,2123
-17,5791
9,11269
6,5845
-3,4775
4,5239
4,11262
4,7461
-16,9813
-9,9532
8,7548
-18,2954
-11,1344
-16,1626
-1,5278
-5,2308
0,5268
2,8695
1,12133
4,1962
-13,3663
-6,11177
-6,11211
7,12316
7,6187
-6,4323
5,190
5,3637
-4,1650
7,7359
-16,3678
4,12323
-12,6692
-6,7515
9,9869
-14,7958
-17,4188
-12,7936
-13,4158
-8,6594
1,66
7,10633
1,2544
9,2651
-15,456
-7,1616
-13,6538
-9,2137
5,12328
10,3943
4,6141
-16,3584
-4,5827
8,10043
2,4736
-15,6240
4,819
-2,100
8,9497
-5,11837
7,10663
4,2186
-13,8525
4,5630
8,8422
-14,11477
7,10695
-18,8218
-18,2715
5,2911
1,9083
-10,7781
7,7799
-15,7746
-19,5621
4,1385
-18,11119
2,7529
-13,10735
-1,2448
7,3750
6,10616
5,8573
1,7034
-2,6151
-9,10510
-15,442
-11,7692
10,328
-12,5472
-15,1046
5,6449
0,9167
-15,1135
8,9246
-11,4707
-17,4377
6,7985
6,10565
7,6094
-16,7217
3,3254
6,3147
7,10462
8,5113
-14,3282
8,9273
6,8027
1,7232
-12,9586
-9,11003
8,1529
3,2059
6,6160
5,6399
2,3095
8,2416
6,2626
6,8699
4,3967
5,1245
6,10946
8,4606
-16,648
2,5979
-14,7866
-16,920
3,4516
3,3364
-18,1246
-20,8417
5,7347
-16,1491
4,2230
0,10134
4,595
-10,586
-11,7027
-12,538
-15,5319
1,5425
9,3420
2,11810
-14,1348
7,131
-18,671
-16,6656
5,5604
8,6120
-3,10053
-9,6346
-15,3286
8,8736
-10,254
-10,8917
-15,8523
-17,9793
7,7231
-13,10200
5,4763
-11,374
2,222
-17,564
-16,10394
-5,5170
3,8145
4,7496
-5,4841
7,5072
3,6901
-16,5193
-15,6669
3,12156
-16,3249
10,11656
-2,2258
-12,5945
-18,1698
-16,5612
1,4191
8,12259
0,11232
-18,3872
4,9509
-12,6235
5,7949
-16,4923
-11,12353
8,7403
-7,6719
6,3563
-12,3577
-15,7386
1,4121
6,2445
3,4935
-19,12482
4,130
3,2680
6,8821
-14,10638
-11,10511
-12,10065
7,5752
-14,5727
7,1730
1,1411
6,6585
5,9639
-18,8658
-9,1823
-7,9235
2,8199
5,10256
-8,5199
-3,3305
-6,2006
6,8324
-13,4519
-15,10199
5,8028
-18,2461
-18,10827
-15,7438
-19,4189
-5,7071
1,6137
8,119
2,7584
-16,8413
2,1155
-3,7842
-18,10643
7,845
4,5332
13,1916
-3,10310
-15,1128
5,7552
4,6139
1,6932
-10,10301
4,12427
0,3089
-14,11474
-16,4995
-9,11989
11,1989
7,5519
0,2124
8,1678
7,11617
-16,5389
-16,10498
-14,9900
8,7758
-10,8406
-13,10939
-15,5202
9,2154
8,4757
4,2975
-15,2283
-14,2168
8,1979
-12,932
9,9067
4,2948
7,11411
6,688
-15,3502
-18,10055
-15,10237
-3,527
9,5928
-13,8386
9,3588
-12,8007
5,4771
-2,11040
-14,9150
10,7413
9,9164
-7,10401
0,11629
4,1768
-1,2160
-15,6068
-15,7910
-17,7242
-15,4487
0,8739
7,523
8,2541
1,746
-13,7882
-12,1607
0,11320
-15,6983
5,5958
-15,2859
-14,4523
11,7117
-2,5656
-13,1346
-1,9306
-15,9719
-13,11042
2,3437
5,3152
3,8003
3,7374
8,11839
-1,1886
-12,4419
-12,10585
6,5344
7,10268
9,2196
-15,441
-15,11052
-3,11973
-12,10536
-14,8233
5,6134
4,4596
6,9321
7,7326
4,8216
-4,3625
10,5015
7,2634
6,6391
5,11823
-17,1049
6,1272
-14,10250
9,5187
-7,5937
6,3515
5,3508
-15,11905
-11,6867
3,78
10,9269
-16,9236
5,3718
2,8966
-11,5556
-16,4183
8,4643
-3,4334
5,4452
7,2861
10,11539
-6,7965
8,3321
4,11222
5,6720
0,3512
3,7404
4,10855
6,4335
6,7645
4,1312
-11,6337
4,1581
-15,8608
-16,9486
-10,1674
-1,7090
-10,11737
1,2702
-16,11682
-18,7229
-15,3668
-14,11364
-20,11594
-12,1875
-6,11113
-14,3180
-20,2639
-11,10325
-6,7577
2,1172
4,4511
3,8512
7,6774
6,5040
4,9943
-16,2989
7,8590
8,876
-13,5802
6,11696
-1,4898
7,112
5,8183
-11,4118
-17,9862
-10,6166
-15,5934
5,4031
-6,4688
-13,4298
-15,7397
-4,1843
-15,320
-13,5986
-15,5754
-1,5684
7,3807
-7,3017
-12,9538
0,9814
2,8096
10,742
-12,8743
6,9261
-13,4906
5,5955
2,1878
-18,8593
1,4836
4,1966
-7,1833
-16,6724
-16,11106
-15,1783
6,11907
-11,382
-5,10579
6,3795
0,8779
1,8019
-11,3440
5,1420
6,27
2,10994
7,6188
-16,9491
-17,2825
6,6771
8,652
0,1970
-16,8453
6,11459
-11,7103
8,4130
-4,5810
-14,3887
-15,2105
1,5585
10,6162
6,2210
6,1174
-18,3429
0,7514
8,3600
7,3401
-4,1545
9,5789
-16,7345
-17,1337
-14,5941
7,11201
0,6404
6,7181
5,4215
-15,4853
9,8411
6,7430
-2,1788
-17,1396
-15,300
-14,9666
-10,8401
-17,4609
-11,7383
9,5146
-5,6950
-19,1397
8,4282
-13,7466
4,10591
9,6992
10,10993
-15,9741
-3,12288
-14,122
10,6852
3,1856
-20,9113
1,12237
7,9217
-16,12209
-12,596
-1,11220
-13,11131
6,4243
8,8114
2,5090
1,4089
10,8622
10,861
6,4890
9,346
-17,11572
-13,11534
-10,9485
-15,8526
4,9664
-15,9888
5,12033
2,9822
-10,3371
6,7135
-15,3090
1,1634
1,4222
-18,9502
9,8126
0,11159
-6,9303
3,2616
-7,8752
7,6438
5,2695
-10,580
6,8369
2,3028
1,3910
-12,2003
5,3571
-16,9060
-16,1256
-15,11243
1,10636
-16,2814
11,4429
-16,11374
-15,5296
-13,12497
-16,11743
1,851
-13,6971
-16,5837
5,5620
-16,5075
7,2284
7,11036
-9,2872
0,5635
-11,4159
-18,1310
-12,11546
-11,5664
7,7406
-10,6282
8,3985
9,5371
-18,1779
4,8230
9,5829
-15,206
-14,8841
-14,2375
-13,9166
-15,505
-11,3123
-11,11368
5,4680
0,834
-16,11256
2,2720
-18,7277
3,6745
-15,4254
-4,6996
0,1739
-13,9403
7,1095
-5,3264
-16,6333
-10,8472
8,8326
-9,6320
-11,12469
6,5693
-16,11291
-12,4625
-4,5139
-16,4555
-19,129
-12,850
-12,8680
3,9965
0,2527
2,4826
3,7121
9,7055
-13,11639
2,2091
-14,4701
-6,11058
11,9212
-16,4844
-9,7322
5,12448
2,12120
6,7939
0,9373
4,495
-6,1668
8,2827
5,1173
-18,11993
2,8812
-13,11619
0,10968
6,10688
13,4102
-13,1847
7,1642
7,908
5,8688
4,2566
8,8263
-17,2557
-17,8059
-17,5054
-13,7382
-3,678
-17,7533
8,2358
5,6607
2,226
-14,5105
4,4616
-16,5084
-10,9225
3,3160
-11,5482
7,2940
-14,10398
-13,5309
-2,5597
-16,8204
6,319
-6,5020
-15,426
7,6466
-15,7125
1,9108
-4,7571
10,4624
10,7869
-15,5847
1,11894
-8,152
-9,2596
7,3400
7,1732
8,7517
6,4559
0,4588
-13,614
-12,7540
4,11034
4,6676
3,4104
-16,218
-15,12218
-15,8244
-12,1309
4,8037
-14,5835
-4,3403
-1,11202
5,2406
-15,4653
11,6446
6,2589
-11,6946
5,11795
-10,7620
3,11217
2,9625
-1,4316
5,4746
-16,1555
5,8897
-8,2863
3,5536
11,9413
-16,7767
3,8433
-9,9736
-10,1897
6,7567
7,2875
6,6082
-8,5095
-16,10416
-15,10495
10,5402
7,2763
3,7694
-1,5492
6,11153
6,12184
-13,11049
-16,11596
2,3596
7,11816
7,7206
-3,12305
1,6668
-15,7310
-16,2586
3,6772
7,10279
4,7967
5,8485
8,6107
-13,11726
-8,11099
10,3380
2,11688
-12,7145
0,2121
5,8992
5,12437
6,6123
-14,10340
7,4562
-12,5149
-17,8313
6,5514
-16,7889
-17,3666
-15,4139
1,9161
-11,1597
-12,2652
8,6254
-14,6048
-4,2707
4,3273
-15,10286
-17,11446
1,12300
-15,849
3,12228
-15,6110
10,2952
5,8924
6,2862
-13,8066
6,9677
11,6674
7,9453
-9,7318
9,11043
-17,2191
-12,10860
-14,4781
11,8321
-16,525
11,11733
-12,5290
-16,4572
0,2385
3,5653
7,11781
7,3212
-3,11479
0,7453
2,12360
-10,7968
7,7880
8,5304
-13,8115
10,7918
-16,11736
-14,11434
6,7616
10,6544
-17,12144
4,9036
8,6847
1,9460
-17,12194
-15,10675
-1,1340
-13,1390
5,7524
1,2748
-16,7087
-17,12479
-14,5840
2,10731
-18,2995
-16,11703
-3,12053
0,1912
6,3749
-15,4269
-15,58
7,7542
-16,7924
-13,3135
7,12131
1,11334
7,6652
5,9708
8,2722
-16,2130
7,691
-16,1084
-15,556
1,6444
8,1217
-8,8482
-13,6268
7,7816
-4,8013
9,9435
5,1787
-3,5416
-13,10751
-18,169
5,3192
3,9445
-17,8421
-5,7267
-17,6768
9,1801
-12,8120
-17,12389
-15,5764
3,8234
10,4867
3,11436
5,9304
4,3580
2,7591
-16,4584
-18,8563
-3,2043
2,5048
-11,5110
-5,10226
-10,9722
-18,7329
1,3521
5,11645
7,350
-14,4097
-17,9540
-6,9035
-4,11824
-17,7638
7,3301
8,2157
-6,6304
-17,1927
-12,9348
-12,7583
5,7789
6,10127
7,6670
7,3367
-7,602
-9,6954
6,111
2,6688
-1,6415
-13,2014
0,5436
5,8364
5,3021
-17,5850
-17,6456
-11,3879
3,6223
-14,6437
-9,551
4,12498
-19,3423
5,1402
-1,5695
-12,7391
6,6819
-16,11779
7,9616
6,5992
-8,6343
-11,8353
8,394
2,11425
-17,4398
-16,5005
-13,376
7,2868
-13,4533
-15,1230
-16,10312
7,12471
5,4437
9,2744
-16,4648
6,9394
8,95
6,2260
-14,7173
-5,5909
5,5191
7,7076
-14,11362
4,5490
7,6949
1,12273
-13,11285
6,421
-17,2213
6,11809
-11,4039
-15,157
-3,7306
-10,7286
6,8440
11,6926
2,9589
-7,8521
7,3345
12,10558
-8,4386
-14,4920
-12,2668
5,265
-14,1064
-17,6360
-14,8447
-13,8436
8,2582
-1,10593
-12,8282
-20,10965
3,3797
-17,9883
4,2806
-13,512
-20,6059
6,9204
-19,785
-11,6817
-13,9575
-19,3053
2,1705
-15,11455
-10,10111
4,11066
-17,12123
-7,7297
-16,5028
-18,2690
8,11516
9,7300
3,9200
-13,5757
-16,10947
5,1658
-15,9927
4,6773
-15,1213
3,317
-16,3825
8,6980
-17,7262
-18,11708
1,8544
7,9193
10,9674
3,4778
5,4664
-13,8781
4,7509
-16,6164
6,4849
-14,11971
-10,5424
4,1855
8,9026
-13,20
-6,12100
-10,9301
7,6849
3,1010
5,1436
2,8788
-16,8119
4,2388
-13,10031
6,11941
4,2007
-10,1467
2,632
1,5995
6,8898
-14,462
-19,10674
9,6200
-13,7709
2,12409
-14,795
-10,391
8,6305
8,7595
-17,7058
-16,2413
7,7544
1,9599
2,11928
0,11348
4,9896
2,12298
2,7008
-11,3333
-5,3724
7,2755
2,11001
4,7608
4,10705
-12,10539
8,10689
-11,2528
9,6045
-15,9288
-13,7070
-12,11060
5,3722
0,4818
-13,7992
-5,5711
-17,5192
5,7734
6,1261
-5,9615
-10,1295
2,5470
-15,8397
-15,6119
0,6832
-16,4899
6,2656
4,4341
-16,933
-6,9459
7,9409
-17,990
5,2775
8,5220
2,11231
-8,2314
11,5860
10,384
8,10141
-1,7590
-15,5126
5,11647
6,8248
-14,494
3,9566
-16,10664
-15,1099
12,251
-11,10205
1,6241
-15,7215
-18,1666
0,3500
-16,104
-14,928
5,11627
-2,8733
4,4080
-10,9590
11,8197
7,10806
-13,5300
5,6331
-14,2278
6,6800
-15,10635
-17,10467
5,3253
7,7346
9,5147
2,9661
-16,3649
-13,10713
-7,7154
-15,4392
-15,7176
-16,9256
-15,5896
-13,6171
3,6654
-16,10980
-14,10069
10,5444
-12,5248
10,12062
10,9086
-15,408
4,7766
-12,11876
-11,5160
1,501
-8,7373
-14,9081
-14,10260
9,8589
4,11760
9,6806
-5,12406
5,2478
8,3505
9,4424
4,11435
-12,2410
1,4063
-15,10830
-14,7239
-13,9160
4,2120
-11,12349
1,4684
-13,9636
5,12262
-7,6504
-16,6050
9,11312
5,9903
-15,12462
7,11399
7,2234
2,5346
5,5464
-10,1466
10,9312
-13,1952
-11,10118
2,11326
-10,840
-14,9543
-10,11271
4,8332
-4,1354
-15,11748
-18,4621
0,6510
7,1704
7,8148
0,4009
-16,1963
1,8255
-18,7108
-8,9339
5,3552
3,12094
-4,2320
7,12470
7,6355
5,6941
-13,10759
6,1074
3,11417
2,2071
14,11080
10,7977
1,7451
-5,11678
-13,3207
2,7569
9,26
-17,9609
-4,1778
-11,12020
8,12017
1,7836
5,6530
0,7133
-20,7401
-19,9046
-6,6144
5,8121
5,8461
5,5795
-15,2488
-9,4592
0,878
4,7711
5,5350
5,12158
5,10420
8,5747
-15,9390
-7,2819
-2,5203
7,12313
7,7902
6,2103
-4,9694
1,5378
-12,11888
-12,7003
-7,10277
3,5924
-17,4374
-15,7482
-13,7895
-16,210
4,3650
-8,6937
3,12284
-7,6234
-3,9611
4,4176
11,11416
-14,1641
-13,1880
-11,964
7,7875
-18,11563
5,7114
-17,8875
-3,11096
6,5730
3,5703
-11,9704
-13,2902
-12,701
-5,12247
4,2638
-1,4717
-1,7365
6,10541
-6,5151
-6,5646
-14,4150
2,1490
-17,7444
2,87
10,8304
-12,2473
-16,3067
-14,5423
6,6406
-3,5657
-17,9522
-14,10775
7,8793
-15,2149
-15,1404
8,3682
3,6283
1,8442
-16,8450
2,1393
-11,2637
9,11261
-2,3442
4,8642
-16,2231
-3,1349
5,6615
0,11553
-15,12072
8,11429
3,9472
-15,2997
10,1280
1,997
10,12177
-11,6278
-4,11881
-16,11543
4,6066
-2,4238
8,4986
-10,11559
-13,10575
-11,1836
5,6080
3,9766
-7,895
-17,4425
-15,2411
-17,9676
-1,5742
4,5163
2,3989
8,503
7,4408
6,1444
5,8815
-15,6098
9,4969
4,1714
-14,4752
-8,9194
9,7505
-14,8773
-14,9145
9,2145
-8,4933
7,8208
-13,2993
-14,8854
-16,5297
10,1563
-15,7387
-13,10273
-17,12261
-2,10738
5,812
-17,2563
-15,163
-15,12426
-18,4046
2,4708
-14,9787
2,9117
-7,9012
9,3829
-15,4768
-5,12134
-13,3443
-18,437
-16,7607
0,2119
8,7130
-6,12003
-13,184
-15,3831
7,12165
3,2362
-10,3005
-1,11453
6,1333
-16,8979
4,9426
0,395
-15,5037
-17,3388
-13,11240
-15,6458
4,11496
-14,10953
4,5218
2,3927
5,7445
4,155
-13,7657
10,3874
-10,1069
-3,2294
-13,696
13,11358
6,5908
